metric,value
val_auc,0.8499999999999999
optimal_threshold,0.5269710421562195
test_threshold_default,0.5
test_auc_default,0.7222222222222222
test_accuracy_default,0.5294117647058824
test_precision_default,0.5
test_recall_default,0.875
test_f1_default,0.6363636363636364
test_specificity_default,0.2222222222222222
test_threshold_optimal,0.5269710421562195
test_auc_optimal,0.7222222222222222
test_accuracy_optimal,0.6470588235294118
test_precision_optimal,0.625
test_recall_optimal,0.625
test_f1_optimal,0.625
test_specificity_optimal,0.6666666666666666
