metric,value
val_auc,0.6060606060606061
optimal_threshold,0.4673087000846863
test_threshold_default,0.5
test_auc_default,0.5416666666666667
test_accuracy_default,0.6666666666666666
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.4673087000846863
test_auc_optimal,0.5416666666666667
test_accuracy_optimal,0.5555555555555556
test_precision_optimal,0.4166666666666667
test_recall_optimal,0.8333333333333334
test_f1_optimal,0.5555555555555556
test_specificity_optimal,0.4166666666666667
