metric,value
val_auc,0.6
optimal_threshold,0.5348110198974609
test_threshold_default,0.5
test_auc_default,0.4305555555555556
test_accuracy_default,0.35294117647058826
test_precision_default,0.36363636363636365
test_recall_default,0.5
test_f1_default,0.42105263157894735
test_specificity_default,0.2222222222222222
test_threshold_optimal,0.5348110198974609
test_auc_optimal,0.4305555555555556
test_accuracy_optimal,0.5294117647058824
test_precision_optimal,0.5
test_recall_optimal,0.25
test_f1_optimal,0.3333333333333333
test_specificity_optimal,0.7777777777777778
