metric,value
val_auc,0.7222222222222222
optimal_threshold,0.4849448502063751
test_threshold_default,0.5
test_auc_default,0.43939393939393934
test_accuracy_default,0.6470588235294118
test_precision_default,0.5
test_recall_default,0.16666666666666666
test_f1_default,0.25
test_specificity_default,0.9090909090909091
test_threshold_optimal,0.4849448502063751
test_auc_optimal,0.43939393939393934
test_accuracy_optimal,0.4117647058823529
test_precision_optimal,0.16666666666666666
test_recall_optimal,0.16666666666666666
test_f1_optimal,0.16666666666666666
test_specificity_optimal,0.5454545454545454
