Fold,Strategy,Val_AUC,Test_AUC,Test_Accuracy,Test_F1,Final_Gap,Optimal_Threshold
1,layer4_only,0.3939393939393939,0.42424242424242425,0.5882352941176471,0.0,0.16120766488413552,0.5300834774971008
