FeatureType,MAE_Mean,MAE_Std,RMSE_Mean,RMSE_Std,R2_Mean,R2_Std,PctError_Mean,PctError_Std,N_Folds
demographics,249.69315229936083,33.15825752187617,333.31102642139894,47.11345024493971,0.830428353338813,0.0634511809941778,10.526818439589272,2.0733376367765355,5
handcrafted,245.47225719540302,34.23165258664682,328.96682495343543,48.30977698921395,0.8338518128547048,0.06304298254864152,10.391476706217853,2.1568550509936566,5
full,242.67183374197512,32.52090057301559,326.8097256489996,47.2146056610885,0.8362299531627115,0.061491854247048984,10.275951482808484,2.1624630913158347,5
