metric,value
val_auc,0.625
optimal_threshold,0.388265997171402
test_threshold_default,0.5
test_auc_default,0.5454545454545454
test_accuracy_default,0.7058823529411765
test_precision_default,0.6666666666666666
test_recall_default,0.3333333333333333
test_f1_default,0.4444444444444444
test_specificity_default,0.9090909090909091
test_threshold_optimal,0.388265997171402
test_auc_optimal,0.5454545454545454
test_accuracy_optimal,0.47058823529411764
test_precision_optimal,0.3333333333333333
test_recall_optimal,0.5
test_f1_optimal,0.4
test_specificity_optimal,0.45454545454545453
