metric,value
val_auc,0.6
optimal_threshold,0.5006372332572937
test_threshold_default,0.5
test_auc_default,0.7115384615384616
test_accuracy_default,0.47058823529411764
test_precision_default,0.2727272727272727
test_recall_default,0.75
test_f1_default,0.4
test_specificity_default,0.38461538461538464
test_threshold_optimal,0.5006372332572937
test_auc_optimal,0.7115384615384616
test_accuracy_optimal,0.5294117647058824
test_precision_optimal,0.3
test_recall_optimal,0.75
test_f1_optimal,0.42857142857142855
test_specificity_optimal,0.46153846153846156
