fold,val_auc,optimal_threshold,test_auc_default,test_accuracy_default,test_precision_default,test_recall_default,test_f1_default,test_specificity_default,test_auc_optimal,test_accuracy_optimal,test_precision_optimal,test_recall_optimal,test_f1_optimal,test_specificity_optimal
0,0.5,0.26107141375541687,0.6805555555555556,0.6111111111111112,0.0,0.0,0.0,0.9166666666666666,0.6805555555555556,0.5555555555555556,0.4,0.6666666666666666,0.5,0.5
1,0.8030303030303031,0.33380091190338135,0.2121212121212121,0.4117647058823529,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5454545454545454,0.2121212121212121,0.35294117647058826,0.2222222222222222,0.3333333333333333,0.26666666666666666,0.36363636363636365
2,0.34545454545454546,0.6018257737159729,0.7878787878787878,0.47058823529411764,0.4,1.0,0.5714285714285714,0.18181818181818182,0.7878787878787878,0.6470588235294118,0.5,1.0,0.6666666666666666,0.45454545454545453
3,0.4909090909090909,0.7168890833854675,0.38181818181818183,0.25,0.26666666666666666,0.8,0.4,0.0,0.38181818181818183,0.3125,0.25,0.6,0.35294117647058826,0.18181818181818182
4,0.8333333333333333,0.4894229769706726,0.4181818181818182,0.6875,0.0,0.0,0.0,1.0,0.4181818181818182,0.625,0.0,0.0,0.0,0.9090909090909091
