Fold,Val Loss,MAE,RMSE,R²
0,0.382682694707598,0.5963900089263916,0.8994168789930284,-0.07503271102905273
1,0.40844134773526874,0.6752757430076599,0.9418248872139166,-0.08539295196533203
2,0.46923315056732723,0.7222352027893066,0.9771505492677655,-0.018928050994873047
3,0.4370511744703565,0.7562878131866455,0.9841726791516877,-0.08724796772003174
4,0.7515430139998595,0.8814966678619385,1.247251970865723,-0.007576584815979004
