Fold,Val Loss,MAE,RMSE,R²
0,20.420482199532646,3.6893815994262695,4.651153437804643,-0.04708969593048096
1,35.046931566510885,4.2848896980285645,5.966321521061012,-0.026223421096801758
2,29.475491768973214,4.359201908111572,5.455888020851357,0.014174878597259521
3,22.584726892198834,3.9823246002197266,5.2006105871451265,-0.19985032081604004
4,35.94435103280204,5.148434638977051,6.480974965159443,-0.17699551582336426
