metric,value
val_auc,0.5972222222222222
optimal_threshold,0.37992575764656067
test_threshold_default,0.5
test_auc_default,0.6212121212121211
test_accuracy_default,0.7058823529411765
test_precision_default,0.5714285714285714
test_recall_default,0.6666666666666666
test_f1_default,0.6153846153846154
test_specificity_default,0.7272727272727273
test_threshold_optimal,0.37992575764656067
test_auc_optimal,0.6212121212121211
test_accuracy_optimal,0.35294117647058826
test_precision_optimal,0.35294117647058826
test_recall_optimal,1.0
test_f1_optimal,0.5217391304347826
test_specificity_optimal,0.0
