metric,value
val_auc,0.5
optimal_threshold,0.48255228996276855
test_threshold_default,0.5
test_auc_default,0.5606060606060606
test_accuracy_default,0.6470588235294118
test_precision_default,0.5
test_recall_default,0.6666666666666666
test_f1_default,0.5714285714285714
test_specificity_default,0.6363636363636364
test_threshold_optimal,0.48255228996276855
test_auc_optimal,0.5606060606060606
test_accuracy_optimal,0.5294117647058824
test_precision_optimal,0.4
test_recall_optimal,0.6666666666666666
test_f1_optimal,0.5
test_specificity_optimal,0.45454545454545453
