metric,value
val_auc,0.4305555555555556
optimal_threshold,0.45306411385536194
test_threshold_default,0.5
test_auc_default,0.6515151515151516
test_accuracy_default,0.5294117647058824
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,0.8181818181818182
test_threshold_optimal,0.45306411385536194
test_auc_optimal,0.6515151515151516
test_accuracy_optimal,0.35294117647058826
test_precision_optimal,0.35294117647058826
test_recall_optimal,1.0
test_f1_optimal,0.5217391304347826
test_specificity_optimal,0.0
