metric,value
val_auc,0.7333333333333334
optimal_threshold,0.5149598717689514
test_threshold_default,0.5
test_auc_default,0.4305555555555556
test_accuracy_default,0.5882352941176471
test_precision_default,0.5714285714285714
test_recall_default,0.5
test_f1_default,0.5333333333333333
test_specificity_default,0.6666666666666666
test_threshold_optimal,0.5149598717689514
test_auc_optimal,0.4305555555555556
test_accuracy_optimal,0.47058823529411764
test_precision_optimal,0.4
test_recall_optimal,0.25
test_f1_optimal,0.3076923076923077
test_specificity_optimal,0.6666666666666666
