metric,value
val_auc,0.5416666666666666
optimal_threshold,0.4654458165168762
test_threshold_default,0.5
test_auc_default,0.5909090909090908
test_accuracy_default,0.6470588235294118
test_precision_default,0.5
test_recall_default,0.3333333333333333
test_f1_default,0.4
test_specificity_default,0.8181818181818182
test_threshold_optimal,0.4654458165168762
test_auc_optimal,0.5909090909090908
test_accuracy_optimal,0.6470588235294118
test_precision_optimal,0.5
test_recall_optimal,0.5
test_f1_optimal,0.5
test_specificity_optimal,0.7272727272727273
