metric,value
val_auc,0.5972222222222223
optimal_threshold,0.495521605014801
test_threshold_default,0.5
test_auc_default,0.3181818181818182
test_accuracy_default,0.47058823529411764
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,0.7272727272727273
test_threshold_optimal,0.495521605014801
test_auc_optimal,0.3181818181818182
test_accuracy_optimal,0.35294117647058826
test_precision_optimal,0.0
test_recall_optimal,0.0
test_f1_optimal,0.0
test_specificity_optimal,0.5454545454545454
