metric,value
val_auc,0.40625
optimal_threshold,0.5041912794113159
test_threshold_default,0.5
test_auc_default,0.4777777777777778
test_accuracy_default,0.42857142857142855
test_precision_default,0.3125
test_recall_default,0.5
test_f1_default,0.38461538461538464
test_specificity_default,0.3888888888888889
test_threshold_optimal,0.5041912794113159
test_auc_optimal,0.4777777777777778
test_accuracy_optimal,0.5
test_precision_optimal,0.3333333333333333
test_recall_optimal,0.4
test_f1_optimal,0.36363636363636365
test_specificity_optimal,0.5555555555555556
