epoch,train_auc,val_auc,gap,is_overfitting
0,0.5716911764705883,0.3484848484848485,0.2232063279857398,True
1,0.5496323529411764,0.3484848484848485,0.2011475044563279,True
2,0.5808823529411765,0.3484848484848485,0.232397504456328,True
3,0.53125,0.3484848484848485,0.1827651515151515,True
4,0.5147058823529411,0.3484848484848485,0.16622103386809262,True
5,0.4577205882352941,0.36363636363636365,0.09408422459893045,False
6,0.4632352941176471,0.36363636363636365,0.09959893048128343,False
7,0.41544117647058826,0.3787878787878788,0.036653297682709474,False
8,0.49264705882352944,0.3787878787878788,0.11385918003565065,False
9,0.3382352941176471,0.3787878787878788,-0.040552584670231706,False
10,0.5514705882352942,0.3787878787878788,0.17268270944741537,True
11,0.5919117647058824,0.3787878787878788,0.21312388591800357,True
12,0.4099264705882353,0.3787878787878788,0.031138591800356497,False
13,0.5772058823529412,0.3787878787878788,0.19841800356506245,True
14,0.6525735294117647,0.3787878787878788,0.27378565062388593,True
15,0.5128676470588236,0.3787878787878788,0.1340797682709448,False
16,0.4411764705882353,0.3787878787878788,0.0623885918003565,False
17,0.4595588235294118,0.3787878787878788,0.08077094474153301,False
18,0.5753676470588236,0.3787878787878788,0.1965797682709448,True
19,0.5,0.3787878787878788,0.12121212121212122,False
20,0.5128676470588236,0.3787878787878788,0.1340797682709448,False
21,0.6194852941176471,0.3787878787878788,0.2406974153297683,True
22,0.46139705882352944,0.3787878787878788,0.08260918003565065,False
23,0.5202205882352942,0.3787878787878788,0.14143270944741537,False
24,0.42647058823529416,0.3787878787878788,0.04768270944741537,False
25,0.43933823529411764,0.3787878787878788,0.060550356506238856,False
26,0.4963235294117647,0.3787878787878788,0.11753565062388593,False
27,0.5073529411764706,0.3787878787878788,0.12856506238859178,False
