Fold,Strategy,Val_AUC,Test_AUC,Test_Accuracy,Test_F1,Final_Gap,Optimal_Threshold
1,frozen,0.3787878787878788,0.40909090909090906,0.5882352941176471,0.0,0.12856506238859178,0.5253009796142578
