metric,value
val_auc,0.5555555555555556
optimal_threshold,0.49322065711021423
test_threshold_default,0.5
test_auc_default,0.6363636363636364
test_accuracy_default,0.47058823529411764
test_precision_default,0.36363636363636365
test_recall_default,0.6666666666666666
test_f1_default,0.47058823529411764
test_specificity_default,0.36363636363636365
test_threshold_optimal,0.49322065711021423
test_auc_optimal,0.6363636363636364
test_accuracy_optimal,0.5294117647058824
test_precision_optimal,0.42857142857142855
test_recall_optimal,1.0
test_f1_optimal,0.6
test_specificity_optimal,0.2727272727272727
