feature,display_name,group,mean_abs_shap,std_abs_shap
cnn_emb_1362,cnn_emb_1362,CNN Embedding,4.01284049397526e-05,8.02568098795052e-05
cnn_emb_1278,cnn_emb_1278,CNN Embedding,4.010056792017356e-05,8.020113584034712e-05
cnn_emb_496,cnn_emb_496,CNN Embedding,4.001610179024235e-05,8.00322035804847e-05
cnn_emb_335,cnn_emb_335,CNN Embedding,3.970963873604375e-05,7.94192774720875e-05
cnn_emb_543,cnn_emb_543,CNN Embedding,3.959585607022438e-05,7.919171214044876e-05
cnn_emb_558,cnn_emb_558,CNN Embedding,3.957193723025232e-05,7.914387446050464e-05
cnn_emb_836,cnn_emb_836,CNN Embedding,3.913945481062908e-05,7.827890962125816e-05
cnn_emb_277,cnn_emb_277,CNN Embedding,3.911298570227474e-05,7.822597140454948e-05
cnn_emb_1673,cnn_emb_1673,CNN Embedding,3.8561664137596235e-05,7.712332827519247e-05
cnn_emb_1052,cnn_emb_1052,CNN Embedding,3.84294318522241e-05,7.68588637044482e-05
cnn_emb_352,cnn_emb_352,CNN Embedding,3.832328818351471e-05,6.809664332156047e-05
cnn_emb_1478,cnn_emb_1478,CNN Embedding,3.763613196860354e-05,7.527226393720709e-05
cnn_emb_574,cnn_emb_574,CNN Embedding,3.728212480368043e-05,7.456424960736086e-05
cnn_emb_1510,cnn_emb_1510,CNN Embedding,3.694679945739396e-05,7.389359891478791e-05
cnn_emb_824,cnn_emb_824,CNN Embedding,3.607043235739443e-05,7.214086471478887e-05
cnn_emb_846,cnn_emb_846,CNN Embedding,3.5348595545118186e-05,7.069719109023637e-05
cnn_emb_2004,cnn_emb_2004,CNN Embedding,3.5079294902510324e-05,7.015858980502065e-05
cnn_emb_1041,cnn_emb_1041,CNN Embedding,3.4956433501827705e-05,6.991286700365541e-05
cnn_emb_114,cnn_emb_114,CNN Embedding,3.48853523805672e-05,6.97707047611344e-05
cnn_emb_953,cnn_emb_953,CNN Embedding,3.373626612550267e-05,5.4925909898611806e-05
cnn_emb_1199,cnn_emb_1199,CNN Embedding,3.2884452521382114e-05,6.576890504276423e-05
cnn_emb_25,cnn_emb_25,CNN Embedding,3.23780582698637e-05,6.47561165397274e-05
cnn_emb_653,cnn_emb_653,CNN Embedding,3.232841387427423e-05,6.465682774854844e-05
cnn_emb_1729,cnn_emb_1729,CNN Embedding,3.2142630521870214e-05,6.428526104374043e-05
cnn_emb_555,cnn_emb_555,CNN Embedding,3.204724169876025e-05,6.40944833975205e-05
cnn_emb_63,cnn_emb_63,CNN Embedding,3.200390685998506e-05,6.400781371997012e-05
cnn_emb_441,cnn_emb_441,CNN Embedding,3.190489645175871e-05,6.380979290351742e-05
cnn_emb_419,cnn_emb_419,CNN Embedding,3.1242764747315885e-05,6.248552949463177e-05
cnn_emb_971,cnn_emb_971,CNN Embedding,3.0562723039618036e-05,6.112544607923609e-05
cnn_emb_1087,cnn_emb_1087,CNN Embedding,3.020877196019345e-05,6.041754392038691e-05
cnn_emb_679,cnn_emb_679,CNN Embedding,2.940627289498015e-05,5.8812545789960304e-05
cnn_emb_970,cnn_emb_970,CNN Embedding,2.8698372017099287e-05,5.7396744034198575e-05
cnn_emb_1947,cnn_emb_1947,CNN Embedding,2.8574173027276187e-05,5.714834605455237e-05
cnn_emb_2003,cnn_emb_2003,CNN Embedding,2.856668639316141e-05,5.7133372786322824e-05
cnn_emb_1028,cnn_emb_1028,CNN Embedding,2.839398958257276e-05,4.63865707339183e-05
cnn_emb_1184,cnn_emb_1184,CNN Embedding,2.779905402703341e-05,5.559810805406681e-05
cnn_emb_723,cnn_emb_723,CNN Embedding,2.697897354359027e-05,5.395794708718054e-05
cnn_emb_2014,cnn_emb_2014,CNN Embedding,2.690450068155327e-05,5.380900136310654e-05
cnn_emb_1000,cnn_emb_1000,CNN Embedding,2.666927237518723e-05,5.333854475037446e-05
cnn_emb_1283,cnn_emb_1283,CNN Embedding,2.6592756516698863e-05,5.3185513033397726e-05
