metric,value
val_auc,0.7636363636363637
optimal_threshold,0.4098533093929291
test_threshold_default,0.5
test_auc_default,0.6730769230769231
test_accuracy_default,0.5882352941176471
test_precision_default,0.2857142857142857
test_recall_default,0.5
test_f1_default,0.36363636363636365
test_specificity_default,0.6153846153846154
test_threshold_optimal,0.4098533093929291
test_auc_optimal,0.6730769230769231
test_accuracy_optimal,0.6470588235294118
test_precision_optimal,0.375
test_recall_optimal,0.75
test_f1_optimal,0.5
test_specificity_optimal,0.6153846153846154
