FeatureType,MAE_Mean,MAE_Std,RMSE_Mean,RMSE_Std,R2_Mean,R2_Std,PctError_Mean,PctError_Std,N_Folds
demographics,279.4138945173239,33.834414362536265,376.90983612672085,45.847504469911335,0.7846904182643376,0.07104594776465255,12.01858365461735,2.325465987458759,5
handcrafted,274.45909158363276,41.51492162236312,372.50855735597605,49.426921122755935,0.7880140958513988,0.07344044937638221,11.801871072545834,2.7183467825468632,5
full,265.7536051649886,44.79496088844964,365.68081406484276,47.95477397782022,0.7957963500199691,0.0700047320554037,11.447583937339818,2.2764186692862984,5
