Fold,Strategy,Val_AUC,Test_AUC,Test_Accuracy,Test_F1,Final_Gap,Optimal_Threshold
0,frozen,0.3636363636363636,0.4444444444444444,0.4444444444444444,0.5454545454545454,-0.06628787878787878,0.4513952434062958
