metric,value
val_auc,0.6181818181818183
optimal_threshold,0.5928645133972168
test_threshold_default,0.5
test_auc_default,0.5192307692307692
test_accuracy_default,0.29411764705882354
test_precision_default,0.21428571428571427
test_recall_default,0.75
test_f1_default,0.3333333333333333
test_specificity_default,0.15384615384615385
test_threshold_optimal,0.5928645133972168
test_auc_optimal,0.5192307692307692
test_accuracy_optimal,0.8235294117647058
test_precision_optimal,0.6666666666666666
test_recall_optimal,0.5
test_f1_optimal,0.5714285714285714
test_specificity_optimal,0.9230769230769231
