metric,value
val_auc,0.5272727272727272
optimal_threshold,0.567400336265564
test_threshold_default,0.5
test_auc_default,0.5909090909090908
test_accuracy_default,0.35294117647058826
test_precision_default,0.35294117647058826
test_recall_default,1.0
test_f1_default,0.5217391304347826
test_specificity_default,0.0
test_threshold_optimal,0.567400336265564
test_auc_optimal,0.5909090909090908
test_accuracy_optimal,0.5882352941176471
test_precision_optimal,0.42857142857142855
test_recall_optimal,0.5
test_f1_optimal,0.46153846153846156
test_specificity_optimal,0.6363636363636364
