epoch,train_auc,val_auc,gap,is_overfitting
0,0.5718954248366013,0.4545454545454546,0.11734997029114669,False
1,0.5245098039215687,0.4545454545454546,0.06996434937611407,False
2,0.5179738562091503,0.4545454545454546,0.06342840166369568,False
3,0.6241830065359477,0.4545454545454546,0.16963755199049313,True
4,0.4607843137254902,0.4545454545454546,0.0062388591800356386,False
5,0.47058823529411764,0.4545454545454546,0.016042780748663055,False
6,0.5718954248366013,0.4545454545454546,0.11734997029114669,False
7,0.6127450980392157,0.4545454545454546,0.15819964349376114,True
8,0.6699346405228758,0.4545454545454546,0.21538918597742118,True
9,0.6209150326797386,0.4545454545454546,0.166369578134284,True
10,0.4836601307189543,0.4545454545454546,0.02911467617349972,False
11,0.423202614379085,0.4545454545454546,-0.03134284016636957,False
12,0.511437908496732,0.4545454545454546,0.0568924539512774,False
13,0.5032679738562091,0.4545454545454546,0.04872251931075455,False
14,0.6045751633986929,0.4545454545454546,0.1500297088532383,True
15,0.43137254901960786,0.4545454545454546,-0.02317290552584672,False
16,0.5245098039215687,0.4545454545454546,0.06996434937611407,False
17,0.49836601307189543,0.4545454545454546,0.043820558526440845,False
18,0.5359477124183006,0.4545454545454546,0.08140225787284605,False
19,0.4771241830065359,0.4363636363636364,0.04076054664289952,False
20,0.5931372549019608,0.4363636363636364,0.1567736185383244,True
