Fold,Strategy,Val_AUC,Test_AUC,Test_Accuracy,Test_F1,Final_Gap,Optimal_Threshold
3,frozen,0.4545454545454546,0.4363636363636364,0.375,0.5,0.1567736185383244,0.4584610164165497
