metric,value
val_auc,0.5
optimal_threshold,0.5111900568008423
test_threshold_default,0.5
test_auc_default,0.4696969696969697
test_accuracy_default,0.35294117647058826
test_precision_default,0.35294117647058826
test_recall_default,1.0
test_f1_default,0.5217391304347826
test_specificity_default,0.0
test_threshold_optimal,0.5111900568008423
test_auc_optimal,0.4696969696969697
test_accuracy_optimal,0.5294117647058824
test_precision_optimal,0.25
test_recall_optimal,0.16666666666666666
test_f1_optimal,0.2
test_specificity_optimal,0.7272727272727273
