metric,value
val_auc,0.6538461538461539
optimal_threshold,0.46911314129829407
test_threshold_default,0.5
test_auc_default,0.6166666666666667
test_accuracy_default,0.7058823529411765
test_precision_default,0.5
test_recall_default,0.2
test_f1_default,0.2857142857142857
test_specificity_default,0.9166666666666666
test_threshold_optimal,0.46911314129829407
test_auc_optimal,0.6166666666666667
test_accuracy_optimal,0.6470588235294118
test_precision_optimal,0.4
test_recall_optimal,0.4
test_f1_optimal,0.4
test_specificity_optimal,0.75
