metric,value
val_auc,0.7083333333333334
optimal_threshold,0.4535670876502991
test_threshold_default,0.5
test_auc_default,0.3636363636363636
test_accuracy_default,0.6470588235294118
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.4535670876502991
test_auc_optimal,0.3636363636363636
test_accuracy_optimal,0.47058823529411764
test_precision_optimal,0.3333333333333333
test_recall_optimal,0.5
test_f1_optimal,0.4
test_specificity_optimal,0.45454545454545453
