fold,val_auc,optimal_threshold,test_auc_default,test_accuracy_default,test_precision_default,test_recall_default,test_f1_default,test_specificity_default,test_auc_optimal,test_accuracy_optimal,test_precision_optimal,test_recall_optimal,test_f1_optimal,test_specificity_optimal
0,0.8636363636363635,0.538295567035675,0.6944444444444444,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.6944444444444444,0.6666666666666666,0.5,0.5,0.5,0.75
1,0.8636363636363636,0.5055658221244812,0.40909090909090906,0.35294117647058826,0.2727272727272727,0.5,0.35294117647058826,0.2727272727272727,0.40909090909090906,0.35294117647058826,0.2727272727272727,0.5,0.35294117647058826,0.2727272727272727
2,0.8363636363636364,0.4378378093242645,0.4090909090909091,0.6470588235294118,0.0,0.0,0.0,1.0,0.4090909090909091,0.5294117647058824,0.375,0.5,0.42857142857142855,0.5454545454545454
3,0.8909090909090909,0.5210148692131042,0.45454545454545453,0.375,0.3333333333333333,1.0,0.5,0.09090909090909091,0.45454545454545453,0.5,0.36363636363636365,0.8,0.5,0.36363636363636365
4,0.5833333333333333,0.5045904517173767,0.6181818181818182,0.5,0.36363636363636365,0.8,0.5,0.36363636363636365,0.6181818181818182,0.625,0.4,0.4,0.4,0.7272727272727273
