Configuration,Description,Val_AUC,Test_AUC_Optimal,Test_Acc_Optimal,Test_F1_Optimal
full,CNN + Hand-crafted + Demographics (full),0.7042424242424243,0.5674747474747475,0.5477941176470588,0.47411764705882353
cnn_hand,CNN + Hand-crafted features,0.7130303030303031,0.4762121212121212,0.4417483660130719,0.3951782531194296
cnn_only,CNN features only (baseline),0.7394949494949495,0.3935353535353535,0.4062908496732026,0.2968230531078829
cnn_demo,CNN + Demographics,0.6363131313131314,0.38919191919191914,0.42924836601307187,0.3123809523809523
