metric,value
val_auc,0.6166666666666667
optimal_threshold,0.5157209634780884
test_threshold_default,0.5
test_auc_default,0.2777777777777778
test_accuracy_default,0.35294117647058826
test_precision_default,0.2
test_recall_default,0.125
test_f1_default,0.15384615384615385
test_specificity_default,0.5555555555555556
test_threshold_optimal,0.5157209634780884
test_auc_optimal,0.2777777777777778
test_accuracy_optimal,0.47058823529411764
test_precision_optimal,0.0
test_recall_optimal,0.0
test_f1_optimal,0.0
test_specificity_optimal,0.8888888888888888
