metric,value
val_auc,0.5454545454545454
optimal_threshold,0.4777510464191437
test_threshold_default,0.5
test_auc_default,0.4545454545454546
test_accuracy_default,0.5625
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,0.8181818181818182
test_threshold_optimal,0.4777510464191437
test_auc_optimal,0.4545454545454546
test_accuracy_optimal,0.625
test_precision_optimal,0.42857142857142855
test_recall_optimal,0.6
test_f1_optimal,0.5
test_specificity_optimal,0.6363636363636364
