fold,val_auc,optimal_threshold,test_auc_default,test_accuracy_default,test_precision_default,test_recall_default,test_f1_default,test_specificity_default,test_auc_optimal,test_accuracy_optimal,test_precision_optimal,test_recall_optimal,test_f1_optimal,test_specificity_optimal
0,0.5833333333333334,0.5778465867042542,0.48484848484848486,0.35294117647058826,0.35294117647058826,1.0,0.5217391304347826,0.0,0.48484848484848486,0.6470588235294118,0.5,0.16666666666666666,0.25,0.9090909090909091
1,0.7166666666666667,0.46629220247268677,0.4305555555555556,0.5882352941176471,1.0,0.125,0.2222222222222222,1.0,0.4305555555555556,0.4117647058823529,0.375,0.375,0.375,0.4444444444444444
2,0.6538461538461539,0.4833778440952301,0.9,0.8235294117647058,0.625,1.0,0.7692307692307693,0.75,0.9,0.5294117647058824,0.38461538461538464,1.0,0.5555555555555556,0.3333333333333333
3,0.6909090909090909,0.29211530089378357,0.5961538461538461,0.5882352941176471,0.2857142857142857,0.5,0.36363636363636365,0.6153846153846154,0.5961538461538461,0.35294117647058826,0.23076923076923078,0.75,0.35294117647058826,0.23076923076923078
4,0.6666666666666666,0.5211411118507385,0.36363636363636365,0.375,0.3333333333333333,1.0,0.5,0.09090909090909091,0.36363636363636365,0.4375,0.0,0.0,0.0,0.6363636363636364
