Configuration,Description,Val_AUC,Test_AUC_Optimal,Test_Acc_Optimal,Test_F1_Optimal
3_ctfm_hand_demo,[BLOCK 3] CT-FM + Hand-crafted + Demographics (FULL),0.5456565656565656,0.46297979797979794,0.42410130718954253,0.4049423022797636
1_hand_only,[BLOCK 1] Hand-crafted features only,0.48116161616161623,0.4541414141414141,0.5934640522875817,0.39454545454545453
3_ctfm_hand,[BLOCK 3] CT-FM + Hand-crafted,0.5295454545454545,0.4518181818181818,0.49289215686274507,0.19047619047619047
1_hand_demo,[BLOCK 1] Hand-crafted + Demographics,0.4284848484848485,0.4477777777777778,0.42320261437908496,0.36955182072829135
2_ctfm_only,[BLOCK 2] CT-FM embeddings only,0.5304040404040403,0.3897979797979798,0.5031862745098039,0.26272727272727275
